Player Name,Rating,Profile Link
"Semikhatskii, Maxim",196,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=182705
"Sen, Elan",1730,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=176014
"Shah, Kaira",100,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=184633
"Shah, Kashvi",271,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=166881
"Shah, Raghav",1977,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=155542
"Shahnazari, Robert",2115,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=58991
"Shaikh, Mohammedarman",2470,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=184957
"Sharma, Advit",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=179632
"Sharma, Arun",1811,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=81761
"Shendarkar, Nishaad",927,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=170656
"Shi, Evelyn",1529,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=167575
"Shi, Zachary",733,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=182834
"Shodhan, Shashin",2141,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=59686
"Siu, George",2134,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=60330
"Sivakumar, Vishal",2350,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=153701
"Sounderarajan, Ashwin",1995,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=156897
"Sreenevas, Arya",287,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=181977
"Sridhar, Keshav",2214,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=154466
"Srinivasan, Nivaan",1798,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=173140
"Sriramu, Aarit",1481,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=159229
"Subbu, Krish",1445,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=160547
"Sugumar, Shreyan",147,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=176665
"Sun, Frank",1910,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=178952
"Surmann, Olaf",2155,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=73213
"Talukdar, Jishnu",2165,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=156788
"Tang, Kayden",1269,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=182601
"Tang, Ruiya",182,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=183856
"Tangri, Akash",975,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=164471
